rowname	Symbol	Name	EntrezGene.ID	Ensembl.Gene.ID	MGI.ID	Gene.group.name
HGNC:4375	GML	glycosylphosphatidylinositol anchored molecule like	2765	ENSG00000104499	"MGI:1341831, MGI:3644767"	LY6/PLAUR domain containing
HGNC:40049	GMNC	geminin coiled-coil domain containing	647309	ENSG00000205835	MGI:2685452	
HGNC:17493	GMNN	geminin DNA replication inhibitor	51053	ENSG00000112312	MGI:1927344	
HGNC:22923	GMPPA	GDP-mannose pyrophosphorylase A	29926	ENSG00000144591	MGI:1916330	
HGNC:22932	GMPPB	GDP-mannose pyrophosphorylase B	29925	ENSG00000173540	MGI:2660880	
HGNC:4376	GMPR	guanosine monophosphate reductase	2766	ENSG00000137198	MGI:1913605	
HGNC:4377	GMPR2	guanosine monophosphate reductase 2	51292	ENSG00000100938	MGI:1917903	
HGNC:4378	GMPS	guanine monophosphate synthase	8833	ENSG00000163655	MGI:2448526	Glutamine amidotransferase like class 1 domain containing
HGNC:39428	GMPSP1	guanine monophosphate synthase pseudogene 1	728564	ENSG00000250471		
HGNC:4379	GNA11	G protein subunit alpha 11	2767	ENSG00000088256	MGI:95766	"G protein subunits alpha, group q"
HGNC:4380	GNA12	G protein subunit alpha 12	2768	ENSG00000146535	MGI:95767	
HGNC:4381	GNA13	G protein subunit alpha 13	10672	ENSG00000120063	MGI:95768	
HGNC:54705	GNA13P1	GNA13 pseudogene 1	100422337	ENSG00000230237		
HGNC:4382	GNA14	G protein subunit alpha 14	9630	ENSG00000156049	MGI:95769	"G protein subunits alpha, group q"
HGNC:50451	GNA14-AS1	GNA14 antisense RNA 1	101927422	ENSG00000231373		Antisense RNAs
HGNC:4383	GNA15	G protein subunit alpha 15	2769	ENSG00000060558	MGI:95770	"G protein subunits alpha, group q"
HGNC:4384	GNAI1	G protein subunit alpha i1	2770	ENSG00000127955	MGI:95771	"G protein subunits alpha, group i"
HGNC:4385	GNAI2	G protein subunit alpha i2	2771	ENSG00000114353	MGI:95772	"G protein subunits alpha, group i|MicroRNA protein coding host genes"
HGNC:4386	GNAI2P1	G protein subunit alpha i2 pseudogene 1	2772	ENSG00000255749		
HGNC:45110	GNAI2P2	G protein subunit alpha i2 pseudogene 2	401646	ENSG00000231957		
HGNC:4387	GNAI3	G protein subunit alpha i3	2773	ENSG00000065135	MGI:95773	"G protein subunits alpha, group i"
HGNC:4388	GNAL	G protein subunit alpha L	2774	ENSG00000141404	MGI:95774	"G protein subunits alpha, group s"
HGNC:4389	GNAO1	G protein subunit alpha o1	2775	ENSG00000087258	MGI:95775	"G protein subunits alpha, group i|MicroRNA protein coding host genes"
HGNC:4390	GNAQ	G protein subunit alpha q	2776	ENSG00000156052	MGI:95776	"G protein subunits alpha, group q"
HGNC:4391	GNAQP1	G protein subunit alpha q pseudogene 1	2777	ENSG00000214077		
HGNC:4392	GNAS	GNAS complex locus	2778	ENSG00000087460	MGI:95777	"G protein subunits alpha, group s|Granins"
HGNC:24872	GNAS-AS1	GNAS antisense RNA 1	149775	ENSG00000235590	MGI:1861674	Antisense RNAs
HGNC:4393	GNAT1	G protein subunit alpha transducin 1	2779	ENSG00000114349	MGI:95778	"G protein subunits alpha, group i"
HGNC:4394	GNAT2	G protein subunit alpha transducin 2	2780	ENSG00000134183	MGI:95779	"G protein subunits alpha, group i"
HGNC:22800	GNAT3	G protein subunit alpha transducin 3	346562	ENSG00000214415	MGI:3588268	"G protein subunits alpha, group i"
HGNC:4395	GNAZ	G protein subunit alpha z	2781	ENSG00000128266	MGI:95780	"G protein subunits alpha, group i"
HGNC:4396	GNB1	G protein subunit beta 1	2782	ENSG00000078369	MGI:95781	WD repeat domain containing|G protein subunits beta
HGNC:4397	GNB1L	G protein subunit beta 1 like	54584	ENSG00000185838	MGI:1338057	WD repeat domain containing
HGNC:4398	GNB2	G protein subunit beta 2	2783	ENSG00000172354	MGI:95784	WD repeat domain containing|G protein subunits beta
HGNC:4400	GNB3	G protein subunit beta 3	2784	ENSG00000111664	MGI:95785	WD repeat domain containing|G protein subunits beta
HGNC:20731	GNB4	G protein subunit beta 4	59345	ENSG00000114450	MGI:104581	WD repeat domain containing|G protein subunits beta
HGNC:4401	GNB5	G protein subunit beta 5	10681	ENSG00000069966	MGI:101848	G protein subunits beta|WD repeat domain containing
HGNC:23657	GNE	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase	10020	ENSG00000159921	MGI:1354951	
HGNC:4404	GNG2	G protein subunit gamma 2	54331	ENSG00000186469	MGI:102705	G protein subunits gamma
HGNC:4405	GNG3	G protein subunit gamma 3	2785	ENSG00000162188	MGI:102704	G protein subunits gamma
HGNC:4407	GNG4	G protein subunit gamma 4	2786	ENSG00000168243	MGI:102703	G protein subunits gamma
HGNC:4408	GNG5	G protein subunit gamma 5	2787	ENSG00000174021	MGI:109164	G protein subunits gamma
HGNC:4409	GNG5P1	G protein subunit gamma 5 pseudogene 1	2789	ENSG00000213536		
HGNC:24826	GNG5P2	G protein subunit gamma 5 pseudogene 2	347687	ENSG00000133136		
HGNC:33552	GNG5P3	G protein subunit gamma 5 pseudogene 3	100101932	ENSG00000254949		
HGNC:33553	GNG5P4	G protein subunit gamma 5 pseudogene 4	100101933			
HGNC:33554	GNG5P5	G protein subunit gamma 5 pseudogene 5	100101935	ENSG00000234590		
HGNC:4410	GNG7	G protein subunit gamma 7	2788	ENSG00000176533	MGI:95787	G protein subunits gamma
HGNC:19664	GNG8	G protein subunit gamma 8	94235		MGI:109163	G protein subunits gamma
HGNC:4402	GNG10	G protein subunit gamma 10	2790	ENSG00000242616	MGI:1336169	G protein subunits gamma
HGNC:49502	GNG10P1	G protein subunit gamma 10 pseudogene 1	100526656	ENSG00000234016		
HGNC:4403	GNG11	G protein subunit gamma 11	2791	ENSG00000127920	MGI:1913316	G protein subunits gamma
HGNC:19663	GNG12	G protein subunit gamma 12	55970	ENSG00000172380	MGI:1336171	G protein subunits gamma
HGNC:43938	GNG12-AS1	"GNG12, DIRAS3 and WLS antisense RNA 1"	100289178	ENSG00000232284		Antisense RNAs
HGNC:14131	GNG13	G protein subunit gamma 13	51764	ENSG00000127588	MGI:1925616	G protein subunits gamma
HGNC:53439	GNG14	G protein subunit gamma 14	105372280	ENSG00000283980	MGI:3645690	G protein subunits gamma
HGNC:4411	GNGT1	G protein subunit gamma transducin 1	2792	ENSG00000127928	MGI:109165	G protein subunits gamma
HGNC:4412	GNGT2	G protein subunit gamma transducin 2	2793	ENSG00000167083	MGI:893584	G protein subunits gamma
HGNC:4413	GNL1	G protein nucleolar 1 (putative)	2794	ENSG00000204590	MGI:95764	
HGNC:29925	GNL2	G protein nucleolar 2	29889	ENSG00000134697	MGI:2385207	
HGNC:50779	GNL2P1	G protein nucleolar 2 pseudogene 1	100270790	ENSG00000223893		
HGNC:29931	GNL3	G protein nucleolar 3	26354	ENSG00000163938	MGI:1353651	Small nucleolar RNA protein coding host genes
HGNC:25553	GNL3L	G protein nucleolar 3 like	54552	ENSG00000130119	MGI:2448557	
HGNC:25733	GNL3LP1	G protein nucleolar 3 like pseudogene 1	80060	ENSG00000215032		
HGNC:4414	GNLY	granulysin	10578	ENSG00000115523		
HGNC:4415	GNMT	glycine N-methyltransferase	27232	ENSG00000124713	MGI:1202304	Seven-beta-strand methyltransferase motif containing
HGNC:4416	GNPAT	glyceronephosphate O-acyltransferase	8443	ENSG00000116906	MGI:1343460	
HGNC:34031	GNPATP	glyceronephosphate O-acyltransferase pseudogene	100130060	ENSG00000259844		
HGNC:4417	GNPDA1	glucosamine-6-phosphate deaminase 1	10007	ENSG00000113552	MGI:1347054	
HGNC:21526	GNPDA2	glucosamine-6-phosphate deaminase 2	132789	ENSG00000163281	MGI:1915230	
HGNC:19980	GNPNAT1	glucosamine-phosphate N-acetyltransferase 1	NA	ENSG00000100522	MGI:1858963	GCN5 related N-acetyltransferases
HGNC:29670	GNPTAB	N-acetylglucosamine-1-phosphate transferase subunits alpha and beta	79158	ENSG00000111670	MGI:3643902	EF-hand domain containing
HGNC:23026	GNPTG	N-acetylglucosamine-1-phosphate transferase subunit gamma	84572	ENSG00000090581	MGI:2147006	MRH domain containing 
HGNC:4419	GNRH1	gonadotropin releasing hormone 1	2796	ENSG00000147437	MGI:95789	Neuropeptides
HGNC:4420	GNRH2	gonadotropin releasing hormone 2	2797	ENSG00000125787		Neuropeptides
HGNC:4421	GNRHR	gonadotropin releasing hormone receptor	2798	ENSG00000109163	MGI:95790	Gonadotropin releasing hormone receptors
HGNC:16341	GNRHR2	gonadotropin releasing hormone receptor 2 (pseudogene)	114814	ENSG00000211451		Gonadotropin releasing hormone receptors
HGNC:39424	GNRHR2P1	GNRHR2 pseudogene 1	404718	ENSG00000259169		
HGNC:4422	GNS	glucosamine (N-acetyl)-6-sulfatase	2799	ENSG00000135677	MGI:1922862	Sulfatases
HGNC:4424	GOLGA1	golgin A1	2800	ENSG00000136935	MGI:1924149	Golgins
HGNC:4425	GOLGA2	golgin A2	2801	ENSG00000167110	MGI:2139395	Golgins
HGNC:31052	GOLGA2P1	GOLGA2 pseudogene 1	100418751	ENSG00000205333		
HGNC:16479	GOLGA2P2Y	GOLGA2 pseudogene 2 Y-linked	84559	ENSG00000239533		
HGNC:32426	GOLGA2P3Y	GOLGA2 pseudogene 3 Y-linked	401634	ENSG00000172297		
HGNC:38600	GOLGA2P4	GOLGA2 pseudogene 4	100873742	ENSG00000229608		
HGNC:25315	GOLGA2P5	GOLGA2 pseudogene 5	55592	ENSG00000238105		
HGNC:44948	GOLGA2P6	GOLGA2 pseudogene 6	729668	ENSG00000241621		
HGNC:49516	GOLGA2P7	GOLGA2 pseudogene 7	388152	ENSG00000225151		
HGNC:49922	GOLGA2P8	GOLGA2 pseudogene 8	728477	ENSG00000214433		
HGNC:49921	GOLGA2P9	GOLGA2 pseudogene 9	440518	ENSG00000269332		
HGNC:26229	GOLGA2P10	GOLGA2 pseudogene 10	80154	ENSG00000255769		
HGNC:26788	GOLGA2P11	GOLGA2 pseudogene 11	255180	ENSG00000260062		
HGNC:4426	GOLGA3	golgin A3	2802	ENSG00000090615	MGI:96958	Golgins
HGNC:4427	GOLGA4	golgin A4	2803	ENSG00000144674	MGI:1859646	Golgins
HGNC:18660	GOLGA4P1	golgin A4 pseudogene 1	192131			
HGNC:20727	GOLGA4P2	golgin A4 pseudogene 2	192132			
HGNC:43786	GOLGA4P3	golgin A4 pseudogene 3	192130			
HGNC:4428	GOLGA5	golgin A5	9950	ENSG00000066455	MGI:1351475	Golgins
HGNC:43925	GOLGA5P1	golgin A5 pseudogene 1	100418736	ENSG00000251215		
HGNC:13567	GOLGA6A	golgin A6 family member A	342096	ENSG00000159289		Golgin related
HGNC:32205	GOLGA6B	golgin A6 family member B	55889	ENSG00000215186		Golgin related
HGNC:32206	GOLGA6C	golgin A6 family member C	653641	ENSG00000167195		Golgin related
HGNC:32204	GOLGA6D	golgin A6 family member D	653643	ENSG00000140478		Golgin related
HGNC:37444	GOLGA6L1	golgin A6 family like 1	283767	ENSG00000273976		Golgin related
HGNC:26695	GOLGA6L2	golgin A6 family like 2	283685	ENSG00000174450		Golgin related
HGNC:37441	GOLGA6L3	golgin A6 family like 3	100133220	ENSG00000188388		Golgin related
HGNC:27256	GOLGA6L4	golgin A6 family like 4	643707	ENSG00000184206		Golgin related
HGNC:30472	GOLGA6L5P	"golgin A6 family like 5, pseudogene"	374650	ENSG00000230373		Golgin related
HGNC:37225	GOLGA6L6	golgin A6 family like 6	727832	ENSG00000277322		Golgin related
HGNC:37442	GOLGA6L7	golgin A6 family like 7	728310	ENSG00000261649		Golgin related
HGNC:37229	GOLGA6L9	golgin A6 family like 9	440295	ENSG00000197978		Golgin related
HGNC:37228	GOLGA6L10	golgin A6 family like 10	647042	ENSG00000278662		Golgin related
HGNC:23958	GOLGA6L11P	"golgin A6 family like 11, pseudogene"	360024	ENSG00000223698		Golgin related
HGNC:23959	GOLGA6L12P	"golgin A6 family like 12, pseudogene"	360025			Golgin related
HGNC:23960	GOLGA6L13P	"golgin A6 family like 13, pseudogene"	360026			Golgin related
HGNC:23961	GOLGA6L14P	"golgin A6 family like 14, pseudogene"	360027			Golgin related
HGNC:38117	GOLGA6L16P	"golgin A6 family like 16, pseudogene"	100287845	ENSG00000197092		Golgin related
HGNC:49414	GOLGA6L17P	"golgin A6 family like 17, pseudogene"	642402	ENSG00000277741		Golgin related
HGNC:49416	GOLGA6L19	golgin A6 family like 19	101927601			Golgin related
HGNC:50289	GOLGA6L22	golgin A6 family like 22	440243	ENSG00000277865		Golgin related
HGNC:24876	GOLGA7	golgin A7	51125	ENSG00000147533	MGI:1931029	
HGNC:31668	GOLGA7B	golgin A7 family member B	401647	ENSG00000155265	MGI:1918396	
HGNC:31972	GOLGA8A	golgin A8 family member A	23015	ENSG00000175265		Golgin related|Cilia and flagella associated|MicroRNA protein coding host genes
HGNC:31973	GOLGA8B	golgin A8 family member B	440270	ENSG00000215252		MicroRNA protein coding host genes|Golgin related
HGNC:32375	GOLGA8CP	"golgin A8 family member C, pseudogene"	729786	ENSG00000181984		Golgin related
HGNC:32376	GOLGA8DP	"golgin A8 family member D, pseudogene"	100132979	ENSG00000175676		Golgin related
HGNC:32377	GOLGA8EP	"golgin A8 family member E, pseudogene"	390535	ENSG00000185182		Golgin related
HGNC:32378	GOLGA8F	golgin A8 family member F	100132565	ENSG00000153684		Golgin related
HGNC:25328	GOLGA8G	golgin A8 family member G	283768	ENSG00000183629		Golgin related
HGNC:37443	GOLGA8H	golgin A8 family member H	728498	ENSG00000261794		Golgin related
HGNC:26660	GOLGA8IP	"golgin A8 family member I, pseudogene"	283796	ENSG00000277561		Golgin related
HGNC:38650	GOLGA8J	golgin A8 family member J	653073	ENSG00000179938		Golgin related
HGNC:38652	GOLGA8K	golgin A8 family member K	653125	ENSG00000249931		Golgin related
HGNC:44404	GOLGA8M	golgin A8 family member M	653720	ENSG00000188626		Golgin related
HGNC:44405	GOLGA8N	golgin A8 family member N	643699	ENSG00000232653		Golgin related
HGNC:44406	GOLGA8O	golgin A8 family member O	728047	ENSG00000206127		Golgin related
HGNC:44408	GOLGA8Q	golgin A8 family member Q	727909	ENSG00000178115		Golgin related
HGNC:44407	GOLGA8R	golgin A8 family member R	101059918	ENSG00000186399		Golgin related
HGNC:44409	GOLGA8S	golgin A8 family member S	653061	ENSG00000261739		Golgin related
HGNC:44410	GOLGA8T	golgin A8 family member T	653075	ENSG00000261247		Golgin related
HGNC:44411	GOLGA8UP	"golgin A8 family member U, pseudogene"	100507067	ENSG00000103832		Golgin related
HGNC:49920	GOLGA8VP	"golgin A8 family member V, pseudogene"	441736	ENSG00000259236		Golgin related
HGNC:4429	GOLGB1	golgin B1	2804	ENSG00000173230	MGI:1099447	Golgins
HGNC:15448	GOLIM4	golgi integral membrane protein 4	27333	ENSG00000173905	MGI:1920374	
HGNC:15451	GOLM1	golgi membrane protein 1	51280	ENSG00000135052	MGI:1917329	
HGNC:24892	GOLM2	golgi membrane protein 2	113201	ENSG00000166734	MGI:2443129	
HGNC:15452	GOLPH3	golgi phosphoprotein 3	64083	ENSG00000113384	MGI:1913879	
HGNC:24882	GOLPH3L	golgi phosphoprotein 3 like	55204	ENSG00000143457	MGI:1917129	
HGNC:24766	GOLT1A	golgi transport 1A	127845	ENSG00000174567	MGI:1915588	
HGNC:20175	GOLT1B	golgi transport 1B	51026	ENSG00000111711	MGI:1914214	
HGNC:25973	GON4L	gon-4 like	54856	ENSG00000116580	MGI:1917579	Myb/SANT domain containing
HGNC:20356	GON7	GON7 subunit of KEOPS complex	84520	ENSG00000170270	MGI:4845848	KEOPS complex
HGNC:17643	GOPC	golgi associated PDZ and coiled-coil motif containing	57120	ENSG00000047932	MGI:2149946	PDZ domain containing
HGNC:25676	GORAB	"golgin, RAB6 interacting"	92344	ENSG00000120370	MGI:2138271	
HGNC:54051	GORAB-AS1	GORAB antisense RNA 1	101928650	ENSG00000231407		Antisense RNAs
HGNC:16769	GORASP1	golgi reassembly stacking protein 1	64689	ENSG00000114745	MGI:1921748	PDZ domain containing
HGNC:17500	GORASP2	golgi reassembly stacking protein 2	26003	ENSG00000115806	MGI:2135962	PDZ domain containing
HGNC:4430	GOSR1	golgi SNAP receptor complex member 1	9527	ENSG00000108587	MGI:1858260	SNAREs
HGNC:4431	GOSR2	golgi SNAP receptor complex member 2	9570	ENSG00000108433	MGI:1927204	SNAREs|MicroRNA protein coding host genes
HGNC:4432	GOT1	glutamic-oxaloacetic transaminase 1	2805	ENSG00000120053	MGI:95791	
HGNC:28487	GOT1L1	glutamic-oxaloacetic transaminase 1 like 1	137362	ENSG00000169154	MGI:1923865	
HGNC:4433	GOT2	glutamic-oxaloacetic transaminase 2	2806	ENSG00000125166	MGI:95792	
HGNC:4434	GOT2P1	glutamic-oxaloacetic transaminase 2 pseudogene 1	645538	ENSG00000231900		
HGNC:4435	GOT2P2	glutamic-oxaloacetic transaminase 2 pseudogene 2	391139	ENSG00000230849		
HGNC:4436	GOT2P3	glutamic-oxaloacetic transaminase 2 pseudogene 3	644138	ENSG00000233719		
HGNC:22936	GOT2P4	glutamic-oxaloacetic transaminase 2 pseudogene 4	121520			
HGNC:38439	GOT2P5	glutamic-oxaloacetic transaminase 2 pseudogene 5	100422625	ENSG00000233634		
HGNC:4439	GP1BA	glycoprotein Ib platelet subunit alpha	2811	ENSG00000185245	MGI:1333744	CD molecules
HGNC:4440	GP1BB	glycoprotein Ib platelet subunit beta	2812	ENSG00000203618	MGI:107852	CD molecules
HGNC:4441	GP2	glycoprotein 2	2813	ENSG00000169347	MGI:1914383	
HGNC:4443	GP5	glycoprotein V platelet	2814	ENSG00000178732	MGI:1096363	CD molecules
HGNC:14388	GP6	glycoprotein VI platelet	51206	ENSG00000088053	MGI:1889810	Ig-like cell adhesion molecule family|Immunoglobulin like domain containing
HGNC:4444	GP9	glycoprotein IX platelet	2815	ENSG00000169704	MGI:1860137	CD molecules
HGNC:4445	GPA33	glycoprotein A33	10223	ENSG00000143167	MGI:1891703	IgCAM CXADR-related subfamily|V-set domain containing|Immunoglobulin like domain containing
HGNC:4446	GPAA1	glycosylphosphatidylinositol anchor attachment 1	8733	ENSG00000197858	MGI:1202392	Glycosylphosphatidylinositol transamidase complex
HGNC:4447	GPAA1P1	glycosylphosphatidylinositol anchor attachment 1 pseudogene 1	22945	ENSG00000240069		
HGNC:51484	GPAA1P2	glycosylphosphatidylinositol anchor attachment 1 pseudogene 2	NA	ENSG00000230596		
HGNC:20298	GPALPP1	GPALPP motifs containing 1	55425	ENSG00000133114	MGI:1914717	
HGNC:24865	GPAM	"glycerol-3-phosphate acyltransferase, mitochondrial"	57678	ENSG00000119927	MGI:109162	Glycerol-3-phosphate acyltransferases
HGNC:13920	GPANK1	G-patch domain and ankyrin repeats 1	7918	ENSG00000204438	MGI:2148975	G-patch domain containing|Ankyrin repeat domain containing
HGNC:27168	GPAT2	"glycerol-3-phosphate acyltransferase 2, mitochondrial"	150763	ENSG00000186281	MGI:2684962	Glycerol-3-phosphate acyltransferases
HGNC:52330	GPAT2P1	glycerol-3-phosphate acyltransferase 2 pseudogene 1	643219	ENSG00000237510		
HGNC:52331	GPAT2P2	glycerol-3-phosphate acyltransferase 2 pseudogene 2	653924	ENSG00000188383		
HGNC:28157	GPAT3	glycerol-3-phosphate acyltransferase 3	84803	ENSG00000138678	MGI:3603816	1-acylglycerol-3-phosphate O-acyltransferases|Glycerol-3-phosphate acyltransferases
HGNC:20880	GPAT4	glycerol-3-phosphate acyltransferase 4	137964	ENSG00000158669	MGI:2142716	Glycerol-3-phosphate acyltransferases|1-acylglycerol-3-phosphate O-acyltransferases
HGNC:24658	GPATCH1	G-patch domain containing 1	55094	ENSG00000076650	MGI:1914721	G-patch domain containing|Spliceosomal C complex|Spliceosomal Bact complex
HGNC:25499	GPATCH2	G-patch domain containing 2	55105	ENSG00000092978	MGI:1915019	Protein phosphatase 1 regulatory subunits|G-patch domain containing
HGNC:20210	GPATCH2L	G-patch domain containing 2 like	55668	ENSG00000089916	MGI:1917623	
HGNC:25720	GPATCH3	G-patch domain containing 3	63906	ENSG00000198746	MGI:2442492	G-patch domain containing
HGNC:25982	GPATCH4	G-patch domain containing 4	54865	ENSG00000160818	MGI:1913864	G-patch domain containing
HGNC:29066	ITGA2B	G-patch domain containing 8	23131	ENSG00000186566	MGI:1918667	G-patch domain containing
HGNC:26768	GPATCH11	G-patch domain containing 11	253635	ENSG00000152133	MGI:1858435	G-patch domain containing
HGNC:19680	GPBAR1	G protein-coupled bile acid receptor 1	151306	ENSG00000179921	MGI:2653863	G protein-coupled bile acid receptor
HGNC:29520	GPBP1	GC-rich promoter binding protein 1	65056	ENSG00000062194	MGI:1920524	
HGNC:28843	GPBP1L1	GC-rich promoter binding protein 1 like 1	60313	ENSG00000159592	MGI:1924360	
HGNC:4449	GPC1	glypican 1	2817	ENSG00000063660	MGI:1194891	Glypicans|MicroRNA protein coding host genes
HGNC:4450	GPC2	glypican 2	221914	ENSG00000213420	MGI:1919201	Glypicans
HGNC:4451	GPC3	glypican 3	2719	ENSG00000147257	MGI:104903	Glypicans
HGNC:52897	GPC3-AS1	GPC3 antisense RNA 1	110806308			Antisense RNAs
HGNC:4452	GPC4	glypican 4	2239	ENSG00000076716	MGI:104902	Glypicans
HGNC:4453	GPC5	glypican 5	2262	ENSG00000179399	MGI:1194894	Glypicans|MicroRNA protein coding host genes
HGNC:39886	GPC5-AS1	GPC5 antisense RNA 1	NA	ENSG00000235984		Antisense RNAs
HGNC:39887	GPC5-AS2	GPC5 antisense RNA 2	NA	ENSG00000232885		Antisense RNAs
HGNC:41340	GPC5-IT1	GPC5 intronic transcript 1	NA	ENSG00000236240		Intronic transcripts
HGNC:4454	GPC6	glypican 6	10082	ENSG00000183098	MGI:1346322	Glypicans
HGNC:39909	GPC6-AS1	GPC6 antisense RNA 1	NA	ENSG00000236520		Antisense RNAs
HGNC:39910	GPC6-AS2	GPC6 antisense RNA 2	NA	ENSG00000224394		Antisense RNAs
HGNC:26957	GPCPD1	glycerophosphocholine phosphodiesterase 1	56261	ENSG00000125772	MGI:104898	
HGNC:4455	GPD1	glycerol-3-phosphate dehydrogenase 1	2819	ENSG00000167588	MGI:95679	
HGNC:28956	GPD1L	glycerol-3-phosphate dehydrogenase 1 like	23171	ENSG00000152642	MGI:1289257	
HGNC:4456	GPD2	glycerol-3-phosphate dehydrogenase 2	2820	ENSG00000115159	MGI:99778	EF-hand domain containing
